student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade,study_efficiency,health_sleep_ratio
STD00235,-0.9485890286078494,F,high_school,0.12955792156491389,0.6985464518311779,No,-0.2664573214009416,0.14826766107179065,No,Good,Low,,0.7615798043813645,-0.05860829069775994,
STD01105,-0.9485890286078494,F,bachelor,0.3451654634957342,0.01189380447433501,Yes,0.7389863551000176,-0.9532028150758981,Yes,Good,Medium,,0.6796450807653671,0.2933432425493855,
STD01560,-0.22555275110839532,F,master,-0.07003306010818823,-0.29977130203489477,No,0.7152357170724364,-0.27520820537240465,Yes,Poor,Medium,,0.42175218020353866,-0.04217022665226822,
STD01789,-1.3101071673575764,F,master,0.5484525744590791,0.0,No,-0.15562101060556047,-0.1842312928882294,No,Good,Medium,,1.0624548550368302,0.49351554312318946,
STD00573,0.4974835263910588,F,master,-0.07003306010818823,4.799663488278029,Yes,1.6890118762032873,-0.43116862677384704,No,Good,Medium,,0.01745133088525519,-0.6388862713176847,
STD01617,-1.3101071673575764,M,bachelor,-0.16859650784799188,1.0537457319480465,Yes,-0.06853533783776057,-0.9087974173157655,Yes,Excellent,High,,1.0624548550368302,-0.3668545027304138,
STD01317,1.220519803890513,M,high_school,-0.998993555055837,1.11014227503067,Yes,-1.2323166011892648,-2.3438499059054285,No,Good,Low,,-3.730054880403812,-1.0515888262882764,
STD02014,0.13596538764133173,M,high_school,-0.10083413752687685,0.0,Yes,0.0,0.48076661503181073,No,Good,Medium,,-1.4264802738228977,-0.13560567381367156,
STD01581,-1.3101071673575764,F,master,0.19239211949903864,-0.130581672787027,  No ,-0.5593818570744495,0.27173632801459946,Yes,Good,Low,,1.0624548550368302,0.18115277253896941,
STD01200,0.4974835263910588,M,high_school,-0.1390274735260508,-0.5481139742057413,Yes,-0.06853533783776057,1.53911867351221e-15,Yes,Good,Low,,-0.964422160316289,-0.05779041878917946,
STD00814,0.4974835263910588,F,high_school,-0.07003306010818823,-0.7291765598920557,Yes,-0.4089611495664317,-1.8207326591214223,Yes,Excellent,Medium,,-0.8636827460343249,0.0617536721883146,
STD02034,-0.22555275110839532,M,doctorate,-0.07003306010818823,-0.4491726705520175,Yes,-0.6227168918146675,1.6082304947464061,No,Good,High,,1.0624548550368302,-0.007868134641776917,
STD01818,-0.22555275110839532,F,bachelor,-0.6996070825461836,0.0,Yes,0.0,0.4125339306686793,No,Good,Low,,-0.8274165568928165,-0.7157819763398848,
STD00440,-0.9485890286078494,F,bachelor,-0.284408558942261,-0.2552477153907188,Yes,0.4381449400839826,0.03779569591243513,No,Good,Low,,0.18266397030767692,-0.26914396697135523,
STD01193,0.13596538764133173,F,doctorate,-0.07003306010818823,0.007936152328186142,Yes,-0.0922859758653425,-0.27520820537240465,No,Excellent,Medium,,1.0624548550368302,-0.10735711071452063,
STD00042,-0.5870708898581224,F,master,10.01177560057697,1.0329680581807652,Yes,0.0027165762449844763,-0.6781059606594646,Yes,Good,Low,,0.9509699032314567,8.031429821149116,
STD01721,-0.9485890286078494,M,bachelor,-0.8080268750599675,-2.28948091851128,Yes,-0.03686782046765159,0.9995516278879975,No,Good,Medium,,-1.1793329107844785,-0.520707466424339,
STD00214,0.13596538764133173,M,high_school,0.008817698083654468,-0.7153247773805342,No,-0.5989662537870857,-1.4232501962441353,Yes,Good,Low,,-1.9597275734220945,0.14506600455196508,
STD01783,1.220519803890513,F,high_school,-0.4507343770031796,-1.6592248142370598,Yes,-0.8760570307755394,-1.0918343007660694,No,Good,Medium,,-1.6534797540049233,-0.1541228643542253,
STD01214,-0.22555275110839532,M,bachelor,0.20964072285350432,0.7598900600964871,No,0.6281500443046365,-1.9723608465950477,No,Excellent,High,,1.0624548550368302,-0.0012378635900709924,
STD00830,1.220519803890513,F,high_school,-0.695910953255941,-0.23051238947728786,No,0.04230097295762054,0.48726496592353696,No,Good,Low,,-2.022857606372125,-0.6885345375727507,
STD02148,1.220519803890513,M,doctorate,-0.5406735230657504,1.067597514459568,No,-0.4168780289089595,0.34646736326945715,No,Good,Medium,,0.2928057299226235,-0.6740168314089555,
STD00463,1.220519803890513,M,bachelor,0.1603589989836025,-1.3376655773624575,Yes,0.0,0.20133752668755878,Yes,Good,Low,,0.07386540288315534,0.5311058748493377,
STD00606,-1.3101071673575764,M,high_school,-0.07003306010818823,-0.11672989027550564,Yes,-0.3297923561411596,1.3038910613172017,Yes,Good,Medium,,0.623231008767467,-0.08178218231987683,
STD02299,0.8590016651407858,F,bachelor,-1.2281535710508802,0.48087558379298667,Yes,-1.0977296523663016,-0.42575333436407503,Yes,Good,Medium,,-1.319024898588803,-1.2329471960102383,
STD02208,0.13596538764133173,F,doctorate,-0.15011586139677868,-1.8165414870464802,Yes,-0.1477041312630334,0.41686616459649706,No,GOOD,Medium,,-0.38013355748089583,0.3104769514099749,
STD01840,0.4974835263910588,F,bachelor,-0.7156236428039018,-0.0355980212794521,No,-0.22687292468830553,0.8154316859557401,Yes,Excellent,High,,-0.3049147948170309,-0.7278835618657488,
STD00690,1.220519803890513,F,bachelor,-0.15504403378376896,0.0,Yes,0.3985605433713465,0.42769674941604185,No,Good,Low,,0.13833862802361294,-0.18813192342509835,
STD02373,-0.22555275110839532,F,high_school,0.35378976517296706,-1.424733924577734,Yes,-0.08436909652281542,0.2955636146175975,No,Good,Low,,0.04297198250335247,0.8136178788629146,
STD02345,1.943556081389967,F,high_school,-0.07003306010818823,0.9142384937962964,Yes,-1.4381554640949734,-0.2318858660942263,No,Poor,Medium,,-1.586320144483614,-0.26517271852244395,
STD01863,0.13596538764133173,M,bachelor,-0.07003306010818823,-1.8867898126406242,Yes,0.0,1.0970268912638999,No,Poor,Low,,-0.41908613100325615,0.45257520924947187,
STD01205,-1.3101071673575764,F,master,0.3328450325282588,-2.0737888765461623,Yes,0.3985605433713465,-1.3550175118810037,Yes,Good,Medium,,-0.23238241653401584,1.139543314577023,
STD00029,0.4974835263910588,F,bachelor,-0.5837950314519145,0.4591084969891661,No,1.2931679090769252,1.53911867351221e-15,Yes,Excellent,Low,,-0.09940638968182383,-0.6534315912624681,
STD00884,0.8590016651407858,F,master,-0.07003306010818823,0.6945887996850297,No,-1.3035685152720105,-0.6997671302985542,No,Poor,Low,,-0.07791531463500337,-0.23090444631983015,
STD01169,0.8590016651407858,M,master,-0.9250709692509843,0.3710507367373526,Yes,-0.7098025645824675,0.009636175381619318,No,Good,High,,-0.8395052866066526,-0.9555587318659035,
STD00715,-0.22555275110839532,M,bachelor,0.8675517365166932,0.11182452116459654,Yes,-0.6939688058974126,0.06595521644325095,No,Excellent,Medium,,0.9738041704687022,0.763720732679761,
STD02187,0.13596538764133173,M,bachelor,-1.7431475854913538,0.2780459113028525,No,-1.2956516359294827,0.280400795870235,Yes,Good,Medium,,-0.09537681311054512,-1.7074783507682647,
STD02027,-0.22555275110839532,M,BACHELOR,-0.07003306010818823,-1.1833171436626482,Yes,-3.797385508168091,-1.830480185459013,No,Good,Medium,,-0.5480325812841694,0.19223184512382535,
STD00507,-1.3101071673575764,F,high_school,-0.2560715677170677,0.09500449954346334,Yes,-0.5277143397043406,-0.18206517592432092,Yes,Poor,Low,,-1.0477000761227115,-0.30199479960185754,
STD00988,-0.5870708898581224,F,high_school,-0.2708560848780381,-0.8023931245958115,Yes,-1.0977296523663016,0.022632877165072594,No,Good,Medium,,-1.8227219699986237,-0.14396711167834844,
STD00459,0.8590016651407858,F,master,-0.07003306010818823,1.0022962540481106,No,2.4173647757157934,2.159507262061228,No,Good,Low,,0.029540060599091346,-0.2782988707345857,
STD01738,-0.22555275110839532,F,high_school,-0.38790017906905483,-0.8291072765823172,Yes,-1.6914956030558448,-0.5427236504151568,No,Poor,Low,,-2.2391115490307416,-0.2698444377331221,
STD00697,1.220519803890513,F,bachelor,-0.12054682707483758,0.5046214966698799,Yes,-0.7018856852399397,0.26848715256873595,No,Excellent,Low,,-0.6407128424235781,-0.24446435485375903,
STD01915,0.4974835263910588,F,bachelor,0.2133368521437469,-0.9943392536840354,No,0.13730352506794752,-0.9077143588338105,No,Good,Medium,,-0.6353400736618724,0.4651727872655119,
STD00105,-0.5870708898581224,M,high_school,-0.10822639610736218,-0.11771930331204268,Yes,-1.1452309284214655,0.18617470794019625,No,Good,Medium,,-1.2115695233547081,-0.11933471987768159,
STD01248,-0.22555275110839532,F,bachelor,-0.07003306010818823,0.0,Yes,0.8102382691827626,-0.29470325804758496,No,Good,Medium,,0.13027947488105548,-0.10576121380717896,
STD01731,-1.3101071673575764,F,doctorate,0.26508266220714377,1.2417342088901224,Yes,-0.30604171811357767,-0.23621810002204405,No,Good,Low,,1.0624548550368302,-0.0440659789058184,
STD00742,-0.22555275110839532,M,doctorate,0.5669332209102923,1.1823694266978872,Yes,0.7864876311551815,-0.4636603812324814,No,POOR,Medium,,0.6299469697195975,0.21009160509921285,
STD01159,0.13596538764133173,M,doctorate,-0.16366833546100182,-0.200829998381171,No,0.8577395452379265,1.5757387402877725,No,Excellent,Low,,1.0624548550368302,-0.15781935017489782,
STD00140,0.8590016651407858,F,high_school,-0.15997220617075905,0.01189380447433501,No,-0.12395349323545149,1.3569609269329714,No,Poor,Low,,-0.43789082166922283,-0.19512200473961797,
STD01382,-0.22555275110839532,F,bachelor,-0.533281264485265,0.1909775640875753,No,0.0,0.09953002938383954,No,Excellent,Medium,,0.5520418226748788,-0.5778101927438936,
STD00662,-0.5870708898581224,M,high_school,-0.6404690139023015,0.07917389095886716,No,-0.028950941125124512,-0.009858877293560978,Yes,Excellent,Medium,,0.17729120154597133,-0.6668992834643975,
STD02088,0.13596538764133173,M,master,-0.40022061003653026,-1.4920140110622662,No,-0.36145987351126857,-1.4232501962441353,Yes,Good,Medium,,-0.2135777258680491,-0.131850716063651,
STD02325,0.13596538764133173,M,bachelor,-0.44703824771293693,-0.4748974095019855,Yes,0.0,-0.32502889554231,No,Excellent,Medium,,-0.13432938663290353,-0.3990162144653911,
STD01867,0.4974835263910588,F,high_school,-0.5973475055161375,-0.5026009745250283,No,0.0,1.53911867351221e-15,No,Excellent,Medium,,-1.3875277003005373,-0.5536135143353457,
STD00763,-0.22555275110839532,F,high_school,-0.5591541695169635,-0.11672989027550564,No,0.35105926731618337,0.16667965526501594,No,Poor,Medium,,-0.99531558069609,-0.565270114351952,
STD00056,-0.9485890286078494,M,HIGH_SCHOOL,-0.07003306010818823,-0.25129006324456993,No,-0.8206388753778485,-0.4225041589182115,Yes,Good,Medium,,-0.6971269144214762,-0.0529117596268683,
STD00775,1.220519803890513,F,bachelor,0.3032759982063177,0.20581875963563373,Yes,0.3193917499460744,1.5096721728885503,No,Excellent,Low,,1.0624548550368302,0.20372209210569167,
STD02205,0.13596538764133173,M,bachelor,0.31190029988355056,0.08906802132423967,Yes,1.7760975489710864,-1.480652295787721,Yes,Excellent,Medium,,0.8193370685696897,0.24114245002794266,
STD01637,-0.9485890286078494,M,high_school,-0.061408758430955605,0.28200356344900135,No,-0.9156414274881756,0.3085603164010508,No,Good,Medium,,-1.0544160370748439,-0.15198220852222274,
STD00590,-0.9485890286078494,F,bachelor,-0.4938558853893437,0.2998129981066716,Yes,1.1585809602539623,-0.7658336976977763,No,Good,Low,,-0.8381620944162276,-0.5540313305236994,
STD02485,-1.3101071673575764,M,high_school,-1.0458111927322435,1.7918478572048269,Yes,-0.4168780289089595,-0.7679998146616849,No,Good,Medium,,-2.5950574794936823,-1.1079298629731513,
STD01209,-0.5870708898581224,F,high_school,0.6383917205216499,0.45218260573340613,No,-1.2560672392168466,0.7569465279301985,Yes,Good,High,,1.0624548550368302,0.4472591658059003,
STD02391,-0.5870708898581224,M,bachelor,-0.4026846962300254,-1.0101698622686315,No,0.0,0.16992883071087947,No,Good,Low,,-0.3371514073872587,-0.24921232950227667,
STD00243,1.220519803890513,M,high_school,0.8749439950971782,0.7054723430869393,Yes,-1.6756618443707907,1.3168877631006557,No,Good,Low,,0.6997929636217588,0.5852527677259646,
STD00424,1.220519803890513,M,master,-0.30412124849022176,1.3297919691419366,No,-0.29812483877105056,0.15801518740938042,No,Good,Low,,0.800532377903723,-0.5094387158874232,
STD00619,0.13596538764133173,F,bachelor,-0.7747617114477838,0.07917389095886716,Yes,-0.9552258242008116,-0.7972423936744557,No,Poor,Low,,-3.0799498602375364,-0.7952994873164746,
STD00334,1.220519803890513,M,master,-0.4852315837121109,-0.8241602113996306,Yes,0.3114748706035466,-1.158983926647246,No,Good,Medium,,-0.5131095843330897,-0.3804492484547947,
STD01475,0.4974835263910588,M,doctorate,-1.0877006580216602,1.1348776009441008,Yes,-1.0185608589410295,-2.1532316130814424,No,Good,Low,,-2.1638927863668744,-1.1245388451536327,
STD01197,0.4974835263910588,F,BACHELOR,0.6199110740704367,0.3275165631297144,No,-0.35354299416874146,-0.5947104575489707,Yes,Good,High,,1.0624548550368302,0.4651395145711995,
STD00380,-0.5870708898581224,M,bachelor,-0.07003306010818823,0.1484328035164741,No,1.0794121668286887,0.9194053002233679,No,Excellent,Medium,,0.1638592796417102,-0.1349170730134234,
STD01750,-0.5870708898581224,M,high_school,-0.41746921339099596,-2.6387437204089252,No,0.8814901832655078,-0.8849701307127666,Yes,Excellent,Medium,,-0.07254254587329968,0.24623921286183356,
STD00723,-0.5870708898581224,F,high_school,-0.08235349107566385,0.6035628003236037,Yes,-0.33770923548368664,0.4493579190551306,Yes,Poor,Medium,,-0.421772515384108,-0.2268559997408773,
STD00885,-0.5870708898581224,F,bachelor,-0.07003306010818823,-1.115047644141579,Yes,-0.7968882373502666,-2.0579224666694502,No,Good,Medium,,-2.2283660115073323,0.17103730931599911,
STD00721,-0.9485890286078494,M,bachelor,0.6839773151013088,1.719620705537608,Yes,-0.02103406178259744,-0.739840294130869,No,Good,Medium,,1.0624548550368302,0.19188311130689856,
STD01300,-0.22555275110839532,M,high_school,-0.7168556859006493,1.3614531863111274,Yes,0.0,0.18400859097628774,No,Excellent,Low,,-1.481551153630371,-0.8378454803899636,
STD01858,0.4974835263910588,M,bachelor,-0.07003306010818823,-0.40959614909052816,Yes,2.2669440682077746,0.011802292345527814,No,  Good ,  Medium ,,-0.8381620944162276,-0.01713638358541431,
STD01735,0.13596538764133173,F,high_school,-0.36695544642434663,0.8914819939559395,Yes,0.9289914593206715,-1.860805822953738,Yes,Good,Low,,-0.2565598759616862,-0.511687564147092,
STD00974,-0.9485890286078494,F,master,-0.779689883834774,1.7453454444875753,Yes,1.2139991156516519,-1.3073629386750076,No,Excellent,High,,0.32504234249285324,-0.9077667479861022,
STD02039,0.8590016651407858,M,master,0.03592264621210053,0.38193428013926217,No,-1.6281605683156268,-1.296532353855463,No,Good,Medium,,0.25519634859069007,-0.08156828166420887,
STD00057,0.13596538764133173,F,bachelor,-0.25360748152357243,0.24143762895097423,Yes,0.09771912835531145,0.789438282388832,No,Good,Low,,-0.5963875001395121,-0.32335362559201414,
STD00959,-1.3101071673575764,M,high_school,-0.06633693081794569,0.0,No,1.6415106001481234,1.6981243487486262,No,Good,High,,0.28071700020878926,-0.10217987860640004,
STD01535,1.220519803890513,M,bachelor,0.4116957907201015,-0.5629551697537998,Yes,2.346112861633048,-0.21130775493709097,No,Poor,Medium,,-0.46341147328732013,0.5355011593805153,
STD01876,0.8590016651407858,M,bachelor,-0.1390274735260508,0.9419420588193392,Yes,0.0,-1.4514097167749511,No,Excellent,Medium,,0.26459869392367436,-0.32699315968586284,
STD00559,-0.9485890286078494,F,high_school,-0.5111044887438093,0.16921047728375618,Yes,0.41439430205640065,0.07786885974474997,No,Good,Medium,,-1.3861845081101123,-0.5543514872767125,
STD01633,-0.5870708898581224,M,master,-0.35833114474711375,-0.42938440982127246,Yes,-1.1531478077639925,1.53911867351221e-15,No,Poor,Low,,-1.6857163665751511,-0.3137694542166472,
STD01257,0.4974835263910588,M,bachelor,0.12955792156491389,-0.3522101929713685,No,0.0,-2.7727410647593955,Yes,Good,Medium,,0.16251608745128335,0.1753186328185798,
STD00484,-0.9485890286078494,F,master,0.21826502453073718,1.0062539061942588,No,0.5727318889069456,1.53911867351221e-15,No,Poor,Medium,,0.7978459935228711,-0.040209520313408104,
STD00803,0.4974835263910588,M,bachelor,0.37473449781767526,-0.5916481478133795,No,-0.4247949082514865,0.24574292444769216,No,Excellent,Medium,,1.0624548550368302,0.5055839105872766,
STD00786,-0.5870708898581224,M,master,-0.055248542947217795,0.13062336885880382,No,0.8023213898402356,-1.2088046168171511,Yes,Good,Low,,0.6877042339079227,-0.11747927206977782,
STD01227,-0.22555275110839532,M,bachelor,-0.20186167146017553,1.2367871437074365,No,-0.7256363232675216,-0.7485047619865045,No,Excellent,Medium,,-0.00806932073284209,-0.417287219095164,
STD00003,-0.22555275110839532,F,bachelor,-0.005966819077315971,0.640171082675482,No,-0.10811973455039664,-0.3705173517843969,Yes,Poor,Low,,-0.05239466301690609,-0.1660543467611846,
STD00893,-0.5870708898581224,F,bachelor,-0.07003306010818823,-0.7469859945497259,Yes,0.6756513203597996,1.53911867351221e-15,No,Good,Medium,,0.6877042339079227,0.06643760219172432,
STD01761,-0.22555275110839532,M,high_school,-0.7193197720941443,1.2486601001458824,Yes,0.6914850790448545,0.9313189435248669,No,Good,Medium,,-0.8918897820332741,-0.8326117487700974,
STD01831,-0.5870708898581224,F,bachelor,-1.1825679764712211,0.3225694979470278,Yes,-0.36145987351126857,-0.6012088084406977,No,Good,Low,,-2.5144659480681097,-1.1894938739197254,
STD00834,1.220519803890513,F,bachelor,-0.07003306010818823,0.0,No,0.6202331649621095,1.5594928630584548,Yes,Good,Low,,0.6877042339079227,-0.10576121380717896,
STD01328,-1.3101071673575764,M,bachelor,-0.049088327463479985,0.0,No,2.480699810456011,1.0612859613594026,No,Excellent,Medium,,1.0624548550368302,-0.08546698100276409,
STD01504,-0.9485890286078494,M,bachelor,-0.18584511120245759,-1.7274943137581291,No,0.0,-0.2936201995656307,Yes,Good,High,,0.09267009354912206,0.22732190250292786,
STD00810,0.8590016651407858,F,doctorate,0.8305904436142667,0.09500449954346334,Yes,0.4935630954816735,0.11036061420338432,Yes,Good,High,,1.0624548550368302,0.7342452905307238,
STD00730,-0.5870708898581224,M,high_school,-0.07003306010818823,0.05443856504543621,Yes,1.0239940114309978,0.33888595389577586,No,Good,Medium,,-1.2666404031621814,-0.11662294955202888,
STD01261,1.220519803890513,M,high_school,-0.07003306010818823,-2.2162643538075244,Yes,0.9606589766907813,1.04612314261204,No,Excellent,Medium,,-0.7562273708002302,0.6086546414745786,
STD01799,-0.22555275110839532,M,high_school,-1.290987768985005,-0.08605808614285104,Yes,0.0,-1.2456286052036032,No,Good,Medium,,-2.2283660115073323,-1.2887073296288143,
STD00290,0.4974835263910588,M,master,-0.2831765158455135,1.067597514459568,Yes,0.6519006823322184,0.6508067966986614,No,Good,Medium,,1.020815897133618,-0.4627199864042509,
STD01386,-0.5870708898581224,F,bachelor,-1.0766122701509322,-0.9508050800763972,Yes,0.18480480112311135,1.2887282425698392,Yes,Excellent,Low,,-1.6790004056230206,-1.0400659710883837,
STD01962,0.8590016651407858,M,high_school,-0.23389479197561167,0.7094299952330875,No,-1.2481503598743195,-0.5925443405850622,No,Good,Medium,,-0.31968990891171883,-0.3750344385163509,
STD01218,0.8590016651407858,M,high_school,-0.44211007532594676,0.8182654292521845,No,1.0160771320884707,1.53911867351221e-15,No,Poor,High,,-0.36938801995748655,-0.5671170580928455,
STD02490,-1.3101071673575764,M,high_school,-0.08358553417241138,-0.27305715004838904,No,0.2243891978357474,-0.6813551361053282,No,Good,Low,,-0.4096837856702718,-0.06188015868258347,
STD00060,-0.9485890286078494,M,high_school,-0.07003306010818823,0.0,No,-0.6860519265548856,1.5031738219968234,Yes,Good,Low,,1.0624548550368302,-0.10576121380717896,
STD00063,0.8590016651407858,F,high_school,0.018674042857634833,0.4363519971488107,No,0.6835681997023274,-0.3813479366039417,Yes,Excellent,Low,,0.07520859507358223,-0.1075423825806078,
STD00503,-1.3101071673575764,F,high_school,0.4880824627184494,-0.7380812772208911,Yes,0.0,0.26740409408678095,No,Excellent,Medium,,0.3854859910620302,0.6821255505678568,
STD00935,0.13596538764133173,M,high_school,-0.19693349907318547,-0.5589975176076508,Yes,1.4040042198723057,0.021549818683118345,No,Excellent,Low,,-1.1591850279280869,-0.11724667809168338,
STD01679,0.4974835263910588,M,master,0.16775125756408782,1.3861885122245585,Yes,0.0,-0.5058996620287047,No,Poor,Medium,,0.010735369933124628,-0.14522394971459654,
STD00861,-1.3101071673575764,M,bachelor,12.146906287240466,0.5610180397525018,Yes,2.0848558433296493,0.40495252129499804,Yes,Good,High,,0.2968353064939022,10.601476757651726,
STD01330,-0.22555275110839532,F,  bachelor ,0.6383917205216499,0.0,No,0.37480990534376457,0.3562148896070469,No,Excellent,Medium,,1.0624548550368302,0.5806613663421474,
STD01178,0.13596538764133173,F,bachelor,-0.3607952309406089,0.8340960378367799,No,-1.3194022739570646,-0.212390813419046,No,Poor,High,,-1.0638183824078262,-0.4997890640738243,
STD02343,0.8590016651407858,M,BACHELOR,-0.6318447122250687,-1.9886993554039598,No,-1.3906541880398098,-0.3889293459776229,No,Good,Low,,-2.643412398349025,-0.32275845125051,
STD01441,1.220519803890513,M,master,-0.4322537305519665,-1.799721465425347,Yes,-1.0264777382835566,-0.06292874290932987,No,Good,Medium,,-0.8153278271789822,-0.08932706358163746,
STD00600,-0.5870708898581224,F,doctorate,-1.1456066835687948,0.5669545179717254,No,-0.6702181678698307,-0.7820795749270931,Yes,Good,Medium,,-0.7965231365130154,-1.1607931423193054,
STD01243,-1.3101071673575764,M,bachelor,-0.6490933155795343,-0.13453932493317589,Yes,-0.8364726340629027,1.5562436876125914,No,Good,Medium,,-0.4405772060500747,-0.6521963039543229,
STD01464,1.220519803890513,M,bachelor,-0.31520963636094973,-0.7153247773805342,Yes,-0.5118805810192865,-0.816737446349636,Yes,Excellent,Medium,,0.7333727683824135,-0.2121749603722634,
STD02368,1.220519803890513,M,master,-0.8437561248656463,1.510854554828251,No,-1.5173242575202457,1.53911867351221e-15,No,Good,High,,-1.0826230730737931,-0.9449585609633823,
STD02084,-1.3101071673575764,F,master,0.05070716337307096,-1.308972599302877,No,-0.5118805810192865,-1.7969053725184243,Yes,Good,Medium,,0.550698630484452,0.383199354502439,
STD02246,0.4974835263910588,F,high_school,0.118469533694186,-0.26811008486570315,No,0.39064366402881945,-1.8434768872424663,No,Good,Medium,,-1.085309457454645,0.1421297500073202,
STD02151,-1.3101071673575764,M,master,-0.07003306010818823,1.1111316880672062,Yes,0.01855033493003862,1.3862035059457414,Yes,Excellent,Medium,,1.0624548550368302,-0.2940669174516127,
